src,dst,time
8,1382,timestamp1
20,123,timestamp1
79,425,timestamp1
1100,50,timestamp1
37,1382,timestamp1
768,124,timestamp1
90,426,timestamp1
1100,977,timestamp1
2,1383,timestamp1
72,125,timestamp1
20,427,timestamp1
1100,40,timestamp1
76,1384,timestamp1
55,126,timestamp1
47,428,timestamp1
1100,644,timestamp1
17,1384,timestamp1
66,127,timestamp1
264,429,timestamp1
11,1101,timestamp1
20,1384,timestamp1
96,128,timestamp1
83,430,timestamp1
23,1102,timestamp1
90,1385,timestamp1
42,128,timestamp1
169,431,timestamp1
55,1103,timestamp1
62,1386,timestamp1
47,128,timestamp1
20,432,timestamp1
8,1104,timestamp1
62,1387,timestamp1
79,128,timestamp1
123,433,timestamp1
37,1104,timestamp1
31,1388,timestamp1
14,129,timestamp1
23,434,timestamp1
72,1105,timestamp1
90,1389,timestamp1
299,130,timestamp1
2,435,timestamp1
11,1106,timestamp1
1390,263,timestamp1
123,131,timestamp1
85,436,timestamp1
123,1107,timestamp1
1390,683,timestamp1
60,132,timestamp1
72,437,timestamp1
2,1108,timestamp1
1390,633,timestamp1
31,133,timestamp1
212,438,timestamp1
23,1109,timestamp1
1390,387,timestamp1
705,134,timestamp1
169,439,timestamp1
14,1110,timestamp1
1390,250,timestamp1
123,135,timestamp1
135,440,timestamp1
2,1111,timestamp1
1390,201,timestamp1
14,136,timestamp1
2,441,timestamp1
66,1112,timestamp1
1390,140,timestamp1
31,137,timestamp1
79,441,timestamp1
1113,1295,timestamp1
1390,724,timestamp1
6,138,timestamp1
90,442,timestamp1
1113,1081,timestamp1
1390,638,timestamp1
139,1244,timestamp1
23,443,timestamp1
1113,649,timestamp1
1390,270,timestamp1
139,1498,timestamp1
123,444,timestamp1
1113,1022,timestamp1
1390,150,timestamp1
139,817,timestamp1
83,445,timestamp1
1113,1388,timestamp1
1390,592,timestamp1
139,1180,timestamp1
254,446,timestamp1
1113,172,timestamp1
1390,120,timestamp1
139,1140,timestamp1
66,447,timestamp1
1113,914,timestamp1
1390,1101,timestamp1
139,1431,timestamp1
123,447,timestamp1
1113,439,timestamp1
1390,334,timestamp1
139,1214,timestamp1
23,448,timestamp1
1113,1082,timestamp1
1390,758,timestamp1
139,831,timestamp1
66,449,timestamp1
1113,746,timestamp1
1390,283,timestamp1
139,230,timestamp1
20,450,timestamp1
1113,131,timestamp1
1390,473,timestamp1
139,1015,timestamp1
60,451,timestamp1
1113,516,timestamp1
1390,639,timestamp1
139,1181,timestamp1
23,452,timestamp1
1113,469,timestamp1
1390,794,timestamp1
139,1241,timestamp1
453,96,timestamp1
1113,598,timestamp1
1390,1184,timestamp1
139,1383,timestamp1
79,453,timestamp1
1113,534,timestamp1
1390,216,timestamp1
139,607,timestamp1
8,454,timestamp1
1113,71,timestamp1
1390,138,timestamp1
139,997,timestamp1
455,1086,timestamp1
1113,464,timestamp1
1390,488,timestamp1
139,1427,timestamp1
455,559,timestamp1
1113,834,timestamp1
1390,282,timestamp1
139,626,timestamp1
455,1280,timestamp1
1113,1168,timestamp1
1390,466,timestamp1
139,1238,timestamp1
455,594,timestamp1
1113,626,timestamp1
1390,1062,timestamp1
139,371,timestamp1
455,875,timestamp1
1113,817,timestamp1
1390,958,timestamp1
139,1428,timestamp1
455,461,timestamp1
1113,1042,timestamp1
1390,463,timestamp1
139,121,timestamp1
455,1148,timestamp1
1113,1232,timestamp1
1390,208,timestamp1
139,1234,timestamp1
455,1032,timestamp1
1113,1039,timestamp1
1390,99,timestamp1
139,792,timestamp1
455,669,timestamp1
1113,831,timestamp1
1390,134,timestamp1
139,1361,timestamp1
455,1182,timestamp1
1113,1167,timestamp1
1390,182,timestamp1
139,1426,timestamp1
455,777,timestamp1
1113,230,timestamp1
1390,209,timestamp1
139,370,timestamp1
455,1314,timestamp1
1113,610,timestamp1
1390,393,timestamp1
139,24,timestamp1
455,953,timestamp1
1113,588,timestamp1
1390,22,timestamp1
139,1160,timestamp1
455,654,timestamp1
1113,600,timestamp1
1390,618,timestamp1
139,1159,timestamp1
455,569,timestamp1
1113,190,timestamp1
1390,18,timestamp1
139,715,timestamp1
455,924,timestamp1
1113,1401,timestamp1
1390,109,timestamp1
139,1162,timestamp1
455,268,timestamp1
1113,1143,timestamp1
1390,133,timestamp1
139,358,timestamp1
455,693,timestamp1
1113,1011,timestamp1
1390,1231,timestamp1
139,1384,timestamp1
455,1097,timestamp1
1113,597,timestamp1
1390,279,timestamp1
139,1313,timestamp1
455,1274,timestamp1
1113,903,timestamp1
1390,577,timestamp1
139,1288,timestamp1
800,309,timestamp1
1390,373,timestamp1
139,190,timestamp1
800,995,timestamp1
1390,132,timestamp1
139,1358,timestamp1
800,835,timestamp1
1390,122,timestamp1
139,1242,timestamp1
800,818,timestamp1
1390,271,timestamp1
139,914,timestamp1
800,316,timestamp1
1390,78,timestamp1
139,453,timestamp1
800,580,timestamp1
123,1391,timestamp1
139,89,timestamp1
800,180,timestamp1
299,1392,timestamp1
139,1225,timestamp1
800,1067,timestamp1
20,1393,timestamp1
139,1186,timestamp1
800,458,timestamp1
14,1394,timestamp1
139,229,timestamp1
800,635,timestamp1
1395,750,timestamp1
139,64,timestamp1
800,1322,timestamp1
1395,59,timestamp1
139,131,timestamp1
800,100,timestamp1
1395,1489,timestamp1
139,326,timestamp1
800,260,timestamp1
1395,1212,timestamp1
139,1503,timestamp1
800,67,timestamp1
1395,650,timestamp1
139,349,timestamp1
800,586,timestamp1
1395,296,timestamp1
139,1297,timestamp1
800,1068,timestamp1
1395,442,timestamp1
139,1230,timestamp1
800,736,timestamp1
1395,1506,timestamp1
139,1365,timestamp1
800,662,timestamp1
1395,710,timestamp1
139,1438,timestamp1
800,338,timestamp1
47,1396,timestamp1
139,534,timestamp1
800,732,timestamp1
96,1396,timestamp1
139,500,timestamp1
800,798,timestamp1
79,1396,timestamp1
139,1306,timestamp1
800,965,timestamp1
123,1397,timestamp1
139,1233,timestamp1
800,1074,timestamp1
66,1398,timestamp1
139,1155,timestamp1
800,1453,timestamp1
76,1399,timestamp1
139,1236,timestamp1
800,731,timestamp1
42,1400,timestamp1
139,1217,timestamp1
800,1118,timestamp1
14,1401,timestamp1
139,1237,timestamp1
800,811,timestamp1
60,1402,timestamp1
139,1229,timestamp1
800,1050,timestamp1
14,1403,timestamp1
139,205,timestamp1
800,646,timestamp1
863,1404,timestamp1
139,1465,timestamp1
800,737,timestamp1
47,1405,timestamp1
139,155,timestamp1
800,553,timestamp1
1406,68,timestamp1
139,1308,timestamp1
800,233,timestamp1
1406,65,timestamp1
139,1226,timestamp1
800,227,timestamp1
1406,218,timestamp1
139,241,timestamp1
800,431,timestamp1
1406,1287,timestamp1
37,140,timestamp1
800,829,timestamp1
1406,49,timestamp1
66,141,timestamp1
800,237,timestamp1
1406,617,timestamp1
31,141,timestamp1
800,1317,timestamp1
1406,193,timestamp1
2,142,timestamp1
800,478,timestamp1
1406,1497,timestamp1
66,142,timestamp1
800,449,timestamp1
1406,81,timestamp1
2,143,timestamp1
800,1456,timestamp1
1406,1304,timestamp1
55,144,timestamp1
800,434,timestamp1
1406,1491,timestamp1
70,145,timestamp1
800,652,timestamp1
1406,46,timestamp1
96,146,timestamp1
800,232,timestamp1
1406,1305,timestamp1
123,147,timestamp1
800,665,timestamp1
1406,1412,timestamp1
66,147,timestamp1
800,1072,timestamp1
1406,1405,timestamp1
85,148,timestamp1
800,225,timestamp1
1406,1284,timestamp1
62,149,timestamp1
800,637,timestamp1
1406,161,timestamp1
72,150,timestamp1
800,1443,timestamp1
1406,916,timestamp1
96,151,timestamp1
800,985,timestamp1
1406,1492,timestamp1
42,152,timestamp1
800,1051,timestamp1
47,1407,timestamp1
96,152,timestamp1
800,1063,timestamp1
96,1407,timestamp1
79,152,timestamp1
800,989,timestamp1
130,1408,timestamp1
47,153,timestamp1
800,200,timestamp1
11,1409,timestamp1
2,154,timestamp1
800,535,timestamp1
85,1409,timestamp1
39,155,timestamp1
800,445,timestamp1
23,1409,timestamp1
70,156,timestamp1
800,328,timestamp1
11,1410,timestamp1
23,156,timestamp1
800,1505,timestamp1
85,1410,timestamp1
20,157,timestamp1
800,394,timestamp1
79,1411,timestamp1
8,158,timestamp1
800,568,timestamp1
307,1412,timestamp1
79,159,timestamp1
800,779,timestamp1
20,1413,timestamp1
55,160,timestamp1
800,1201,timestamp1
72,1414,timestamp1
161,752,timestamp1
800,651,timestamp1
2,1415,timestamp1
161,1504,timestamp1
800,587,timestamp1
20,1416,timestamp1
161,1008,timestamp1
800,344,timestamp1
307,1417,timestamp1
161,564,timestamp1
800,69,timestamp1
76,1418,timestamp1
161,695,timestamp1
800,538,timestamp1
20,1418,timestamp1
161,432,timestamp1
800,92,timestamp1
20,1419,timestamp1
161,1452,timestamp1
800,231,timestamp1
66,1420,timestamp1
161,450,timestamp1
800,95,timestamp1
79,1421,timestamp1
161,366,timestamp1
800,780,timestamp1
90,1421,timestamp1
161,1359,timestamp1
800,546,timestamp1
23,1422,timestamp1
161,1502,timestamp1
800,459,timestamp1
70,1422,timestamp1
161,380,timestamp1
800,348,timestamp1
47,1423,timestamp1
161,1501,timestamp1
800,302,timestamp1
6,1424,timestamp1
20,162,timestamp1
800,920,timestamp1
2,1425,timestamp1
20,163,timestamp1
800,822,timestamp1
20,1426,timestamp1
76,163,timestamp1
800,1499,timestamp1
90,1427,timestamp1
20,164,timestamp1
800,1116,timestamp1
55,1428,timestamp1
72,165,timestamp1
800,1407,timestamp1
17,1428,timestamp1
123,166,timestamp1
800,755,timestamp1
20,1428,timestamp1
47,167,timestamp1
800,1001,timestamp1
76,1428,timestamp1
79,167,timestamp1
800,969,timestamp1
55,1429,timestamp1
14,168,timestamp1
800,1004,timestamp1
31,1430,timestamp1
14,169,timestamp1
800,1047,timestamp1
11,1431,timestamp1
23,170,timestamp1
800,1387,timestamp1
58,1432,timestamp1
2,171,timestamp1
800,727,timestamp1
72,1433,timestamp1
79,172,timestamp1
800,224,timestamp1
8,1434,timestamp1
20,173,timestamp1
800,609,timestamp1
1435,1135,timestamp1
55,173,timestamp1
800,236,timestamp1
1435,1066,timestamp1
47,174,timestamp1
800,1255,timestamp1
1435,1057,timestamp1
20,175,timestamp1
800,1403,timestamp1
1435,1013,timestamp1
76,175,timestamp1
45,801,timestamp1
1435,91,timestamp1
66,176,timestamp1
169,802,timestamp1
1435,1421,timestamp1
37,177,timestamp1
20,803,timestamp1
1435,1508,timestamp1
20,178,timestamp1
79,804,timestamp1
1435,287,timestamp1
85,179,timestamp1
805,135,timestamp1
1435,1240,timestamp1
90,180,timestamp1
85,805,timestamp1
1435,1364,timestamp1
76,181,timestamp1
14,806,timestamp1
1435,1354,timestamp1
20,181,timestamp1
14,807,timestamp1
1435,1204,timestamp1
70,182,timestamp1
808,1147,timestamp1
1435,186,timestamp1
37,183,timestamp1
808,1220,timestamp1
1435,1198,timestamp1
11,184,timestamp1
808,87,timestamp1
1435,772,timestamp1
719,185,timestamp1
808,1445,timestamp1
1435,1163,timestamp1
47,186,timestamp1
808,335,timestamp1
1435,175,timestamp1
79,186,timestamp1
808,1221,timestamp1
1435,1219,timestamp1
123,187,timestamp1
808,455,timestamp1
1435,981,timestamp1
20,188,timestamp1
808,456,timestamp1
1435,1415,timestamp1
83,189,timestamp1
808,141,timestamp1
1435,1053,timestamp1
11,190,timestamp1
808,1310,timestamp1
1435,1203,timestamp1
85,191,timestamp1
808,775,timestamp1
1435,1153,timestamp1
85,192,timestamp1
808,1473,timestamp1
1435,1215,timestamp1
14,193,timestamp1
808,1437,timestamp1
1435,1406,timestamp1
299,194,timestamp1
808,1479,timestamp1
1435,1059,timestamp1
31,195,timestamp1
808,1080,timestamp1
1435,1482,timestamp1
14,196,timestamp1
808,63,timestamp1
1435,681,timestamp1
264,197,timestamp1
808,1433,timestamp1
1435,1282,timestamp1
264,198,timestamp1
808,774,timestamp1
1435,1348,timestamp1
8,199,timestamp1
808,352,timestamp1
1435,1052,timestamp1
37,199,timestamp1
808,959,timestamp1
1435,868,timestamp1
14,200,timestamp1
808,1089,timestamp1
1435,867,timestamp1
20,201,timestamp1
808,692,timestamp1
1435,941,timestamp1
2,202,timestamp1
808,1363,timestamp1
1435,1092,timestamp1
169,203,timestamp1
808,1038,timestamp1
20,1436,timestamp1
83,204,timestamp1
808,1444,timestamp1
2,1437,timestamp1
55,205,timestamp1
808,107,timestamp1
2,1438,timestamp1
206,76,timestamp1
808,776,timestamp1
79,1439,timestamp1
20,206,timestamp1
808,315,timestamp1
20,1440,timestamp1
66,207,timestamp1
808,75,timestamp1
55,1441,timestamp1
37,208,timestamp1
808,1484,timestamp1
1442,20,timestamp1
90,209,timestamp1
808,345,timestamp1
0,1442,timestamp1
307,210,timestamp1
808,1360,timestamp1
55,1443,timestamp1
55,211,timestamp1
808,1487,timestamp1
66,1444,timestamp1
2,212,timestamp1
808,566,timestamp1
55,1445,timestamp1
169,213,timestamp1
808,142,timestamp1
254,1446,timestamp1
66,214,timestamp1
808,143,timestamp1
96,1447,timestamp1
123,214,timestamp1
808,1434,timestamp1
2,1448,timestamp1
42,215,timestamp1
808,783,timestamp1
169,1449,timestamp1
2,216,timestamp1
808,1441,timestamp1
20,1450,timestamp1
14,217,timestamp1
808,1110,timestamp1
20,1451,timestamp1
17,218,timestamp1
808,351,timestamp1
23,1452,timestamp1
76,218,timestamp1
808,1227,timestamp1
20,1453,timestamp1
20,218,timestamp1
808,1366,timestamp1
23,1454,timestamp1
6,219,timestamp1
808,207,timestamp1
55,1455,timestamp1
264,220,timestamp1
808,1442,timestamp1
37,1455,timestamp1
62,221,timestamp1
808,1481,timestamp1
14,1456,timestamp1
6,222,timestamp1
808,572,timestamp1
66,1457,timestamp1
2,223,timestamp1
808,475,timestamp1
299,1458,timestamp1
14,224,timestamp1
808,1450,timestamp1
23,1459,timestamp1
254,225,timestamp1
808,204,timestamp1
62,1460,timestamp1
55,226,timestamp1
808,1309,timestamp1
62,1461,timestamp1
17,226,timestamp1
808,94,timestamp1
96,1461,timestamp1
20,226,timestamp1
808,674,timestamp1
96,1462,timestamp1
20,227,timestamp1
808,1239,timestamp1
79,1462,timestamp1
2,228,timestamp1
808,1471,timestamp1
23,1463,timestamp1
37,229,timestamp1
808,1435,timestamp1
70,1463,timestamp1
230,544,timestamp1
299,809,timestamp1
130,1463,timestamp1
230,1351,timestamp1
2,810,timestamp1
20,1464,timestamp1
230,739,timestamp1
60,811,timestamp1
37,1465,timestamp1
230,568,timestamp1
70,812,timestamp1
20,1465,timestamp1
230,779,timestamp1
14,813,timestamp1
8,1465,timestamp1
230,605,timestamp1
55,814,timestamp1
45,1465,timestamp1
230,807,timestamp1
123,815,timestamp1
62,1466,timestamp1
230,1030,timestamp1
66,815,timestamp1
66,1467,timestamp1
230,881,timestamp1
816,76,timestamp1
2,1468,timestamp1
230,346,timestamp1
816,20,timestamp1
23,1469,timestamp1
230,1293,timestamp1
17,816,timestamp1
70,1470,timestamp1
230,799,timestamp1
299,817,timestamp1
2,1471,timestamp1
230,1344,timestamp1
55,818,timestamp1
254,1472,timestamp1
230,652,timestamp1
14,819,timestamp1
33,1473,timestamp1
230,675,timestamp1
523,820,timestamp1
79,1473,timestamp1
455,1216,timestamp1
1113,191,timestamp1
455,852,timestamp1
62,1114,timestamp1
455,797,timestamp1
66,1115,timestamp1
455,214,timestamp1
123,1115,timestamp1
455,960,timestamp1
23,1116,timestamp1
455,1285,timestamp1
20,1117,timestamp1
455,712,timestamp1
76,1117,timestamp1
455,554,timestamp1
83,1118,timestamp1
455,1257,timestamp1
60,1119,timestamp1
455,1016,timestamp1
42,1120,timestamp1
455,1090,timestamp1
60,1121,timestamp1
455,955,timestamp1
85,1122,timestamp1
455,844,timestamp1
14,1123,timestamp1
455,854,timestamp1
90,1124,timestamp1
455,1408,timestamp1
1125,827,timestamp1
455,947,timestamp1
1125,170,timestamp1
455,1268,timestamp1
1125,591,timestamp1
455,1150,timestamp1
1125,1318,timestamp1
455,574,timestamp1
1125,197,timestamp1
455,771,timestamp1
1125,1110,timestamp1
455,118,timestamp1
1125,479,timestamp1
455,1173,timestamp1
1125,1343,timestamp1
455,384,timestamp1
1125,1376,timestamp1
455,215,timestamp1
1125,1107,timestamp1
455,786,timestamp1
1125,1451,timestamp1
455,927,timestamp1
1125,1461,timestamp1
455,679,timestamp1
1125,840,timestamp1
455,484,timestamp1
1125,1472,timestamp1
455,575,timestamp1
1125,1414,timestamp1
455,1460,timestamp1
1125,992,timestamp1
455,336,timestamp1
1125,1009,timestamp1
455,806,timestamp1
1125,337,timestamp1
455,1031,timestamp1
1125,332,timestamp1
455,629,timestamp1
1125,647,timestamp1
455,1027,timestamp1
1125,1227,timestamp1
455,585,timestamp1
1125,1468,timestamp1
455,1113,timestamp1
1125,821,timestamp1
455,581,timestamp1
1125,1347,timestamp1
455,954,timestamp1
1125,1475,timestamp1
455,576,timestamp1
1125,297,timestamp1
455,861,timestamp1
1125,1023,timestamp1
455,772,timestamp1
1125,536,timestamp1
455,671,timestamp1
1125,1128,timestamp1
455,556,timestamp1
1125,1202,timestamp1
455,1337,timestamp1
1125,410,timestamp1
455,855,timestamp1
1125,1278,timestamp1
455,808,timestamp1
1125,1079,timestamp1
455,573,timestamp1
1125,1370,timestamp1
455,766,timestamp1
1125,171,timestamp1
455,1273,timestamp1
1125,1349,timestamp1
455,767,timestamp1
1125,1420,timestamp1
455,266,timestamp1
1125,998,timestamp1
455,878,timestamp1
1125,1256,timestamp1
455,1272,timestamp1
1125,399,timestamp1
455,790,timestamp1
2,1126,timestamp1
455,259,timestamp1
14,1127,timestamp1
455,144,timestamp1
169,1128,timestamp1
455,1139,timestamp1
47,1129,timestamp1
455,938,timestamp1
96,1129,timestamp1
455,1111,timestamp1
79,1129,timestamp1
455,681,timestamp1
254,1130,timestamp1
455,773,timestamp1
70,1131,timestamp1
455,1085,timestamp1
23,1132,timestamp1
455,234,timestamp1
31,1133,timestamp1
455,1141,timestamp1
20,1134,timestamp1
455,80,timestamp1
2,1135,timestamp1
455,1222,timestamp1
83,1136,timestamp1
455,1028,timestamp1
2,1137,timestamp1
455,1149,timestamp1
76,1138,timestamp1
455,759,timestamp1
17,1138,timestamp1
455,711,timestamp1
55,1139,timestamp1
455,941,timestamp1
85,1140,timestamp1
455,178,timestamp1
20,1141,timestamp1
455,765,timestamp1
2,1142,timestamp1
455,1088,timestamp1
33,1143,timestamp1
455,1026,timestamp1
365,1144,timestamp1
455,946,timestamp1
2,1145,timestamp1
455,653,timestamp1
90,1146,timestamp1
48,455,timestamp1
20,1147,timestamp1
23,456,timestamp1
11,1148,timestamp1
23,457,timestamp1
31,1149,timestamp1
20,458,timestamp1
20,1150,timestamp1
83,459,timestamp1
37,1151,timestamp1
123,460,timestamp1
183,1152,timestamp1
66,460,timestamp1
1153,1335,timestamp1
31,461,timestamp1
1153,1178,timestamp1
37,462,timestamp1
1153,184,timestamp1
55,463,timestamp1
1153,1035,timestamp1
96,464,timestamp1
6,1154,timestamp1
135,465,timestamp1
299,1155,timestamp1
85,466,timestamp1
37,1156,timestamp1
47,467,timestamp1
83,1157,timestamp1
468,980,timestamp1
14,1158,timestamp1
468,1260,timestamp1
2,1159,timestamp1
468,1070,timestamp1
47,1160,timestamp1
468,1509,timestamp1
79,1160,timestamp1
468,9,timestamp1
183,1161,timestamp1
468,872,timestamp1
37,1162,timestamp1
468,359,timestamp1
76,1163,timestamp1
468,446,timestamp1
20,1163,timestamp1
468,428,timestamp1
11,1164,timestamp1
468,1316,timestamp1
60,1165,timestamp1
468,321,timestamp1
14,1166,timestamp1
468,1353,timestamp1
31,1166,timestamp1
468,435,timestamp1
90,1167,timestamp1
468,160,timestamp1
31,1168,timestamp1
468,577,timestamp1
17,1169,timestamp1
468,312,timestamp1
20,1170,timestamp1
468,198,timestamp1
76,1170,timestamp1
468,390,timestamp1
85,1171,timestamp1
468,1134,timestamp1
299,1172,timestamp1
468,117,timestamp1
624,1173,timestamp1
468,38,timestamp1
66,1174,timestamp1
468,1265,timestamp1
299,1175,timestamp1
468,127,timestamp1
45,1176,timestamp1
468,161,timestamp1
23,1177,timestamp1
468,1170,timestamp1
17,1178,timestamp1
468,165,timestamp1
20,1179,timestamp1
468,974,timestamp1
76,1179,timestamp1
468,174,timestamp1
169,1180,timestamp1
79,469,timestamp1
307,1181,timestamp1
123,470,timestamp1
130,1182,timestamp1
39,471,timestamp1
135,1182,timestamp1
72,472,timestamp1
85,1182,timestamp1
20,473,timestamp1
169,1183,timestamp1
55,474,timestamp1
72,1184,timestamp1
20,475,timestamp1
264,1185,timestamp1
66,476,timestamp1
60,1186,timestamp1
31,476,timestamp1
85,1186,timestamp1
66,477,timestamp1
6,1187,timestamp1
90,478,timestamp1
55,1188,timestamp1
23,479,timestamp1
123,1189,timestamp1
55,480,timestamp1
66,1189,timestamp1
481,643,timestamp1
307,1190,timestamp1
481,615,timestamp1
20,1191,timestamp1
60,482,timestamp1
76,1191,timestamp1
20,483,timestamp1
33,1192,timestamp1
6,484,timestamp1
299,1193,timestamp1
45,485,timestamp1
1194,254,timestamp1
66,486,timestamp1
83,1194,timestamp1
62,487,timestamp1
123,1195,timestamp1
2,488,timestamp1
23,1196,timestamp1
6,489,timestamp1
83,1197,timestamp1
23,490,timestamp1
365,1198,timestamp1
130,491,timestamp1
1199,957,timestamp1
55,492,timestamp1
1199,796,timestamp1
17,492,timestamp1
47,1200,timestamp1
20,492,timestamp1
66,1201,timestamp1
20,493,timestamp1
23,1202,timestamp1
123,494,timestamp1
76,1203,timestamp1
14,495,timestamp1
8,1204,timestamp1
31,495,timestamp1
62,1205,timestamp1
66,496,timestamp1
55,1206,timestamp1
863,497,timestamp1
20,1206,timestamp1
76,498,timestamp1
2,1207,timestamp1
20,498,timestamp1
62,1208,timestamp1
96,499,timestamp1
2,1209,timestamp1
79,499,timestamp1
14,1210,timestamp1
42,499,timestamp1
20,1211,timestamp1
20,500,timestamp1
76,1211,timestamp1
183,501,timestamp1
1083,1212,timestamp1
502,1083,timestamp1
705,1213,timestamp1
66,502,timestamp1
8,1214,timestamp1
123,502,timestamp1
169,1215,timestamp1
60,503,timestamp1
96,1216,timestamp1
83,504,timestamp1
123,1217,timestamp1
169,505,timestamp1
66,1218,timestamp1
2,506,timestamp1
66,1219,timestamp1
20,507,timestamp1
90,1220,timestamp1
169,508,timestamp1
123,1221,timestamp1
230,911,timestamp1
20,821,timestamp1
20,1474,timestamp1
230,1500,timestamp1
719,822,timestamp1
76,1474,timestamp1
230,789,timestamp1
62,823,timestamp1
2,1475,timestamp1
230,663,timestamp1
60,824,timestamp1
2,1476,timestamp1
230,888,timestamp1
20,825,timestamp1
414,1477,timestamp1
230,1047,timestamp1
96,826,timestamp1
1478,1390,timestamp1
230,950,timestamp1
90,826,timestamp1
79,1479,timestamp1
230,1201,timestamp1
96,827,timestamp1
130,1480,timestamp1
230,372,timestamp1
2,828,timestamp1
1481,1446,timestamp1
230,168,timestamp1
31,829,timestamp1
1481,308,timestamp1
230,310,timestamp1
20,830,timestamp1
1481,513,timestamp1
230,1341,timestamp1
66,831,timestamp1
1481,846,timestamp1
230,421,timestamp1
85,832,timestamp1
1481,1117,timestamp1
230,438,timestamp1
20,833,timestamp1
1481,934,timestamp1
230,580,timestamp1
31,834,timestamp1
1481,853,timestamp1
230,1199,timestamp1
14,835,timestamp1
1481,1490,timestamp1
230,659,timestamp1
39,836,timestamp1
1481,403,timestamp1
230,424,timestamp1
837,975,timestamp1
1481,1247,timestamp1
230,660,timestamp1
837,754,timestamp1
62,1482,timestamp1
230,885,timestamp1
45,838,timestamp1
62,1483,timestamp1
230,1068,timestamp1
96,839,timestamp1
1033,1484,timestamp1
230,891,timestamp1
47,839,timestamp1
66,1485,timestamp1
230,662,timestamp1
70,840,timestamp1
33,1486,timestamp1
230,642,timestamp1
85,840,timestamp1
17,1487,timestamp1
230,570,timestamp1
130,840,timestamp1
47,1488,timestamp1
230,508,timestamp1
8,841,timestamp1
96,1488,timestamp1
230,521,timestamp1
37,841,timestamp1
79,1488,timestamp1
230,374,timestamp1
60,842,timestamp1
90,1488,timestamp1
230,413,timestamp1
414,843,timestamp1
299,1489,timestamp1
230,236,timestamp1
1083,844,timestamp1
1490,430,timestamp1
230,431,timestamp1
23,845,timestamp1
1490,161,timestamp1
230,507,timestamp1
66,846,timestamp1
1490,703,timestamp1
230,1317,timestamp1
62,847,timestamp1
1490,428,timestamp1
230,478,timestamp1
79,848,timestamp1
1490,165,timestamp1
230,316,timestamp1
55,849,timestamp1
1490,57,timestamp1
230,661,timestamp1
55,850,timestamp1
1490,340,timestamp1
230,890,timestamp1
254,851,timestamp1
1490,341,timestamp1
230,232,timestamp1
2,852,timestamp1
1490,974,timestamp1
230,260,timestamp1
853,1083,timestamp1
1490,1316,timestamp1
230,637,timestamp1
123,853,timestamp1
1490,174,timestamp1
230,124,timestamp1
62,854,timestamp1
1490,1070,timestamp1
230,798,timestamp1
47,855,timestamp1
1490,751,timestamp1
11,231,timestamp1
79,855,timestamp1
1490,211,timestamp1
60,232,timestamp1
66,856,timestamp1
1490,359,timestamp1
2,233,timestamp1
1332,857,timestamp1
1490,292,timestamp1
169,234,timestamp1
47,858,timestamp1
1490,446,timestamp1
123,235,timestamp1
79,858,timestamp1
1490,480,timestamp1
79,236,timestamp1
264,859,timestamp1
1490,836,timestamp1
14,237,timestamp1
14,860,timestamp1
1490,321,timestamp1
31,238,timestamp1
33,860,timestamp1
1490,1466,timestamp1
79,239,timestamp1
2,861,timestamp1
1490,1454,timestamp1
123,240,timestamp1
11,862,timestamp1
1490,397,timestamp1
264,241,timestamp1
72,863,timestamp1
1490,1458,timestamp1
42,242,timestamp1
90,864,timestamp1
1490,160,timestamp1
85,243,timestamp1
14,865,timestamp1
1490,198,timestamp1
20,244,timestamp1
20,866,timestamp1
1490,390,timestamp1
169,244,timestamp1
76,867,timestamp1
1490,1300,timestamp1
76,244,timestamp1
17,867,timestamp1
1490,1137,timestamp1
135,245,timestamp1
20,867,timestamp1
1490,221,timestamp1
123,246,timestamp1
2,868,timestamp1
1490,517,timestamp1
254,247,timestamp1
254,869,timestamp1
1490,38,timestamp1
20,248,timestamp1
37,870,timestamp1
1490,1299,timestamp1
90,249,timestamp1
55,870,timestamp1
130,1491,timestamp1
20,250,timestamp1
2,871,timestamp1
23,1491,timestamp1
17,250,timestamp1
55,872,timestamp1
72,1492,timestamp1
76,250,timestamp1
8,873,timestamp1
96,1493,timestamp1
20,251,timestamp1
20,874,timestamp1
83,1494,timestamp1
76,251,timestamp1
31,875,timestamp1
1495,625,timestamp1
55,251,timestamp1
37,876,timestamp1
365,1496,timestamp1
17,251,timestamp1
55,876,timestamp1
55,1497,timestamp1
2,252,timestamp1
8,876,timestamp1
14,1498,timestamp1
2,253,timestamp1
8,877,timestamp1
20,1499,timestamp1
79,253,timestamp1
31,878,timestamp1
96,1500,timestamp1
62,254,timestamp1
62,879,timestamp1
55,1501,timestamp1
66,255,timestamp1
264,880,timestamp1
254,1502,timestamp1
2,256,timestamp1
55,881,timestamp1
1389,1503,timestamp1
1332,257,timestamp1
72,882,timestamp1
58,1504,timestamp1
17,258,timestamp1
47,883,timestamp1
20,1505,timestamp1
76,258,timestamp1
79,883,timestamp1
70,1506,timestamp1
66,259,timestamp1
96,884,timestamp1
23,1507,timestamp1
55,260,timestamp1
79,884,timestamp1
11,1508,timestamp1
66,261,timestamp1
79,885,timestamp1
90,1509,timestamp1
123,261,timestamp1
96,885,timestamp1
2,1510,timestamp1
20,262,timestamp1
76,886,timestamp1
2,263,timestamp1
20,886,timestamp1
85,264,timestamp1
20,887,timestamp1
66,265,timestamp1
20,888,timestamp1
8,266,timestamp1
